"lang"
{
"Language"	"danish"
"TF_IM_CP_Locked"	"Kontrolpunkter kan ikke erobres, mens de er låste"
"[english]TF_IM_CP_Locked"	"Control Points cannot be captured while they are locked"
"TF_IM_Goldrush_Intro"	"Gold Rush er en last-bane med tre områder"
"[english]TF_IM_Goldrush_Intro"	"Gold Rush is a Payload map with three stages"
"TF_IM_Goldrush_BlueWin"	"Hold BLU vinder ved at eskortere vognen ind på hold RED's sidste punkt, inden tiden udløber"
"[english]TF_IM_Goldrush_BlueWin"	"BLU team wins by escorting the cart to RED team's final point before the time runs out"
"TF_IM_Goldrush_RedWin"	"Hold RED vinder ved at forhindre vognen i at nå frem til holdets sidste punkt"
"[english]TF_IM_Goldrush_RedWin"	"RED team wins by preventing the cart from reaching their final point"
"TF_IM_Goldrush_MoveCart"	"Vognen bevæger sig langs med sporet, når spillere fra hold BLU er i nærheden af den"
"[english]TF_IM_Goldrush_MoveCart"	"The cart moves along the track when BLU players are near it"
"TF_IM_Goldrush_CartHeals"	"Vognen forsyner hold BLU med medicin og ammunition"
"[english]TF_IM_Goldrush_CartHeals"	"The cart dispenses health and ammo to the BLU team"
"TF_IM_Goldrush_RollsBack"	"Hvis vognen ikke bevæger sig i 30 sekunder, vil den begynde at rulle baglæns"
"[english]TF_IM_Goldrush_RollsBack"	"If the cart doesn't move for 30 seconds it will start to roll backwards"
"TF_IM_Goldrush_TimeAdd"	"Der tilføjes tid til uret, hver gang vognen når et kontrolpunkt"
"[english]TF_IM_Goldrush_TimeAdd"	"Time is added to the clock when the cart reaches each check point"
"TF_IM_Basin_Intro"	"Badwater Basin er en last-bane med kun et enkelt område"
"[english]TF_IM_Basin_Intro"	"Badwater Basin is a Payload map with just one stage"
"TF_IM_Basin_BlueWin"	"Hold BLU vinder ved at eskortere vognen ind på hold RED's sidste punkt, inden tiden udløber"
"[english]TF_IM_Basin_BlueWin"	"BLU team wins by escorting the cart to RED team's final point before the time runs out"
"TF_IM_Basin_RedWin"	"Hold RED vinder ved at forhindre vognen i at nå frem til holdets sidste punkt"
"[english]TF_IM_Basin_RedWin"	"RED team wins by preventing the cart from reaching their final point"
"TF_IM_Basin_MoveCart"	"Vognen bevæger sig langs med sporet, når spillere fra hold BLU er i nærheden af den"
"[english]TF_IM_Basin_MoveCart"	"The cart moves along the track when BLU players are near it"
"TF_IM_Basin_CartHeals"	"Vognen forsyner hold BLU med medicin og ammunition"
"[english]TF_IM_Basin_CartHeals"	"The cart dispenses health and ammo to the BLU team"
"TF_IM_Basin_RollsBack"	"Hvis vognen ikke bevæger sig i 30 sekunder, vil den begynde at rulle baglæns"
"[english]TF_IM_Basin_RollsBack"	"If the cart doesn't move for 30 seconds it will start to roll backwards"
"TF_IM_Basin_TimeAdd"	"Der tilføjes tid til uret, hver gang vognen når et kontrolpunkt"
"[english]TF_IM_Basin_TimeAdd"	"Time is added to the clock when the cart reaches each check point"
"TF_IM_Arena_Intro"	"Velkommen til Team Fortress Arena"
"[english]TF_IM_Arena_Intro"	"Welcome to Team Fortress Arena"
"TF_IM_Arena_RandomTeam"	"I Arenatilstand bliver du sat på et tilfældigt hold"
"[english]TF_IM_Arena_RandomTeam"	"In Arena mode you will be randomly assigned to a team"
"TF_IM_Arena_ToWin"	"For at vinde skal dit hold enten udrydde alle spillere på det andet hold..."
"[english]TF_IM_Arena_ToWin"	"To win, your team must either eliminate all players on the opposing team..."
"TF_IM_Arena_OrCapture"	"...eller erobre det kontrolpunkt, der bliver aktiveret i løbet af runden"
"[english]TF_IM_Arena_OrCapture"	"...or capture the control point that will be activated during the round"
"TF_IM_Arena_NoDie"	"Der er ingen genindsættelse i Arenatilstand, så lad være med at dø!"
"[english]TF_IM_Arena_NoDie"	"There is no respawning in Arena mode, so don't die!"
"TF_IM_Arena_Losing"	"Spillere på det tabende hold kan risikere at sidde over i næste runde, hvis andre spillere venter på at spille"
"[english]TF_IM_Arena_Losing"	"Players on the losing team may have to sit out the next round if other players are waiting to play"
"TF_IM_Arena_Scramble"	"Holdene blandes, efter et hold når sejrsgrænsen"
"[english]TF_IM_Arena_Scramble"	"The teams will be scrambled after one team reaches the win limit"
"TF_GET_TURRETKILLS_NAME"	"Robotskytte"
"[english]TF_GET_TURRETKILLS_NAME"	"Sentry Gunner"
"TF_GET_TURRETKILLS_DESC"	"Akkumuler 10 robotgevær-drab med et enkelt robotgevær."
"[english]TF_GET_TURRETKILLS_DESC"	"Accumulate 10 sentry gun kills with a single sentry."
"TF_KILL_NEMESIS_NAME"	"Nemesis"
"[english]TF_KILL_NEMESIS_NAME"	"Nemesis"
"TF_KILL_NEMESIS_DESC"	"Opnå fem hævndrab."
"[english]TF_KILL_NEMESIS_DESC"	"Get five revenge kills."
"TF_GET_CONSECUTIVEKILLS_NODEATHS_NAME"	"Vanskelig at dræbe"
"[english]TF_GET_CONSECUTIVEKILLS_NODEATHS_NAME"	"Hard to Kill"
"TF_GET_CONSECUTIVEKILLS_NODEATHS_DESC"	"Opnå fem drab på række uden at dø."
"[english]TF_GET_CONSECUTIVEKILLS_NODEATHS_DESC"	"Get five kills in a row without dying."
"TF_GET_HEALED_BYENEMY_NAME"	"Forklædningens mester"
"[english]TF_GET_HEALED_BYENEMY_NAME"	"Master of Disguise"
"TF_GET_HEALED_BYENEMY_DESC"	"Snyd en fjendtlig Medic til at helbrede dig."
"[english]TF_GET_HEALED_BYENEMY_DESC"	"Trick an opposing Medic into healing you."
"TF_GET_HEADSHOTS_NAME"	"De små grå"
"[english]TF_GET_HEADSHOTS_NAME"	"Grey Matter"
"TF_GET_HEADSHOTS_DESC"	"Opnå 25 hovedskud som skarpskytte."
"[english]TF_GET_HEADSHOTS_DESC"	"Get 25 headshots as a Sniper."
"TF_PLAY_GAME_FRIENDSONLY_NAME"	"Med den slags venner..."
"[english]TF_PLAY_GAME_FRIENDSONLY_NAME"	"With Friends Like these..."
"TF_PLAY_GAME_FRIENDSONLY_DESC"	"Deltag i et spil med 7 eller flere spillere fra din venneliste."
"[english]TF_PLAY_GAME_FRIENDSONLY_DESC"	"Play in a game with 7 or more players from your friends list."
"TF_WIN_MULTIPLEGAMES_NAME"	"Dynasti"
"[english]TF_WIN_MULTIPLEGAMES_NAME"	"Dynasty"
"TF_WIN_MULTIPLEGAMES_DESC"	"Vind 20 spil."
"[english]TF_WIN_MULTIPLEGAMES_DESC"	"Win 20 games."
"TF_GET_MULTIPLEKILLS_NAME"	"Hardcore"
"[english]TF_GET_MULTIPLEKILLS_NAME"	"Hardcore"
"TF_GET_MULTIPLEKILLS_DESC"	"Opnå 1000 drab i alt."
"[english]TF_GET_MULTIPLEKILLS_DESC"	"Accumulate 1000 total kills."
"TF_WIN_2FORT_NOENEMYCAPS_NAME"	"Kraftværksforsvar"
"[english]TF_WIN_2FORT_NOENEMYCAPS_NAME"	"Powerhouse Offense"
"TF_WIN_2FORT_NOENEMYCAPS_DESC"	"Vind 2Fort med en skudduel."
"[english]TF_WIN_2FORT_NOENEMYCAPS_DESC"	"Win 2Fort with a shutout."
"TF_WIN_WELL_MINIMUMTIME_NAME"	"Lynoffensiv"
"[english]TF_WIN_WELL_MINIMUMTIME_NAME"	"Lightning Offense"
"TF_WIN_WELL_MINIMUMTIME_DESC"	"Vind Well på 5 minutter eller hurtigere."
"[english]TF_WIN_WELL_MINIMUMTIME_DESC"	"Win Well in 5 minutes or less."
"TF_WIN_HYDRO_NOENEMYCAPS_NAME"	"Ubønhørlig offensiv"
"[english]TF_WIN_HYDRO_NOENEMYCAPS_NAME"	"Relentless Offense"
"TF_WIN_HYDRO_NOENEMYCAPS_DESC"	"Vind Hydro uden at opgive en erobring."
"[english]TF_WIN_HYDRO_NOENEMYCAPS_DESC"	"Win Hydro without giving up a capture."
"TF_WIN_DUSTBOWL_NOENEMYCAPS_NAME"	"Uigennemtrængeligt forsvar"
"[english]TF_WIN_DUSTBOWL_NOENEMYCAPS_NAME"	"Impenetrable Defense"
"TF_WIN_DUSTBOWL_NOENEMYCAPS_DESC"	"Forsvar Dustbowl med succes uden at opgive en erobring."
"[english]TF_WIN_DUSTBOWL_NOENEMYCAPS_DESC"	"Successfully defend Dustbowl without giving up a capture."
"TF_WIN_GRAVELPIT_NOENEMYCAPS_NAME"	"Umuligt forsvar"
"[english]TF_WIN_GRAVELPIT_NOENEMYCAPS_NAME"	"Impossible Defense"
"TF_WIN_GRAVELPIT_NOENEMYCAPS_DESC"	"Forsvar Gravel Pit med succes uden at opgive en erobring."
"[english]TF_WIN_GRAVELPIT_NOENEMYCAPS_DESC"	"Successfully defend Gravel Pit without giving up a capture."
"TF_PLAY_GAME_EVERYCLASS_NAME"	"Klassens bedste"
"[english]TF_PLAY_GAME_EVERYCLASS_NAME"	"Head of the Class"
"TF_PLAY_GAME_EVERYCLASS_DESC"	"Spil en komplet runde i hver klasse."
"[english]TF_PLAY_GAME_EVERYCLASS_DESC"	"Play a complete round with every class."
"TF_PLAY_GAME_EVERYMAP_NAME"	"Verdensrejsende"
"[english]TF_PLAY_GAME_EVERYMAP_NAME"	"World Traveler"
"TF_PLAY_GAME_EVERYMAP_DESC"	"Spil et komplet spil på 2Fort, Dustbowl, Granary, Gravel Pit, Hydro og Well (CP)."
"[english]TF_PLAY_GAME_EVERYMAP_DESC"	"Play a complete game on 2Fort, Dustbowl, Granary, Gravel Pit, Hydro, and Well (CP)."
"TF_GET_HEALPOINTS_NAME"	"Holdlæge"
"[english]TF_GET_HEALPOINTS_NAME"	"Team Doctor"
"TF_GET_HEALPOINTS_DESC"	"Opsaml 25000 helbredelsespoint som Medic."
"[english]TF_GET_HEALPOINTS_DESC"	"Accumulate 25000 heal points as a Medic."
"TF_BURN_PLAYERSINMINIMUMTIME_NAME"	"Flammekaster"
"[english]TF_BURN_PLAYERSINMINIMUMTIME_NAME"	"Flamethrower"
"TF_BURN_PLAYERSINMINIMUMTIME_DESC"	"Sæt ild på fem fjender på 30 sekunder."
"[english]TF_BURN_PLAYERSINMINIMUMTIME_DESC"	"Set five enemies on fire in 30 seconds."
"TF_MEDIC_TOP_SCOREBOARD_NAME"	"Forvold ikke skade i starten"
"[english]TF_MEDIC_TOP_SCOREBOARD_NAME"	"First Do No Harm"
"TF_MEDIC_TOP_SCOREBOARD_DESC"	"Spil en hel runde uden at slå nogen fjender ihjel, og scor flest points på et hold med 6 eller flere spillere."
"[english]TF_MEDIC_TOP_SCOREBOARD_DESC"	"Play a full round without killing any enemies, and score the highest on a team of 6 or more players."
"TF_MEDIC_HEAL_UNDER_FIRE_NAME"	"Firdobbelt omledning"
"[english]TF_MEDIC_HEAL_UNDER_FIRE_NAME"	"Quadruple Bypass"
"TF_MEDIC_HEAL_UNDER_FIRE_DESC"	"Helbred en holdkammerat, der er under beskydning af 4 fjender på én gang."
"[english]TF_MEDIC_HEAL_UNDER_FIRE_DESC"	"Heal a teammate who's taking fire from 4 enemies at once."
"TF_MEDIC_SIMUL_CHARGE_NAME"	"Gruppehelbred"
"[english]TF_MEDIC_SIMUL_CHARGE_NAME"	"Group Health"
"TF_MEDIC_SIMUL_CHARGE_DESC"	"Arbejd med 2 andre Medics for at bruge 3 ÜberCharges på samme tid."
"[english]TF_MEDIC_SIMUL_CHARGE_DESC"	"Work with 2 other Medics to deploy 3 simultaneous ÜberCharges."
"TF_MEDIC_SETUP_CHARGE_NAME"	"Operativ forberedelse"
"[english]TF_MEDIC_SETUP_CHARGE_NAME"	"Surgical Prep"
"TF_MEDIC_SETUP_CHARGE_DESC"	"Hav en ÜberCharge klar, inden opsætningsfasen afslutter."
"[english]TF_MEDIC_SETUP_CHARGE_DESC"	"Have an ÜberCharge ready before the Setup phase ends."
"TF_MEDIC_RAPID_CHARGE_NAME"	"\"Trauma Queen\""
"[english]TF_MEDIC_RAPID_CHARGE_NAME"	"Trauma Queen"
"TF_MEDIC_RAPID_CHARGE_DESC"	"Brug 3 ÜberCharges på under 5 minutter, og hjælp til med 5 drab i det pågældende tidsrum."
"[english]TF_MEDIC_RAPID_CHARGE_DESC"	"Deploy 3 ÜberCharges in less than 5 minutes, and assist in 5 kills during that time."
"TF_MEDIC_COUNTER_CHARGE_NAME"	"Dobbelt blændeprøve"
"[english]TF_MEDIC_COUNTER_CHARGE_NAME"	"Double Blind Trial"
"TF_MEDIC_COUNTER_CHARGE_DESC"	"Brug en ÜberCharge mindre end 8 sekunder efter, at en Medic-fjende i nærheden har brugt sin."
"[english]TF_MEDIC_COUNTER_CHARGE_DESC"	"Deploy an ÜberCharge within 8 seconds of a nearby enemy Medic deploying his."
"TF_MEDIC_SWITCH_TO_MEDIC_NAME"	"Leg doktor"
"[english]TF_MEDIC_SWITCH_TO_MEDIC_NAME"	"Play Doctor"
"TF_MEDIC_SWITCH_TO_MEDIC_DESC"	"I et hold uden Medics skal du være den første, der skifter til Medic, efter at en holdkammerat har råbt \"Medic!\", og helbrede 500 helbredspoint."
"[english]TF_MEDIC_SWITCH_TO_MEDIC_DESC"	"In a team with no Medics, be the first person to switch to Medic after a teammate calls for 'Medic!', and then heal 500 health."
"TF_MEDIC_SAVE_TEAMMATE_NAME"	"Visitation"
"[english]TF_MEDIC_SAVE_TEAMMATE_NAME"	"Triage"
"TF_MEDIC_SAVE_TEAMMATE_DESC"	"Brug en ÜberCharge på en holdkammerat mindre end et sekund, inden at vedkommende bliver ramt af en alvorlig eksplosion."
"[english]TF_MEDIC_SAVE_TEAMMATE_DESC"	"Deploy an ÜberCharge on a teammate less than a second before they're hit by a critical explosive."
"TF_MEDIC_CHARGE_BLOCKER_NAME"	"Forebyggende medicin"
"[english]TF_MEDIC_CHARGE_BLOCKER_NAME"	"Preventive Medicine"
"TF_MEDIC_CHARGE_BLOCKER_DESC"	"Bloker, så fjenden ikke kan indtage et kontrolpunkt med en ÜberCharged holdkammerat."
"[english]TF_MEDIC_CHARGE_BLOCKER_DESC"	"Block the enemy from capturing a control point with an ÜberCharged teammate."
"TF_MEDIC_ASSIST_MEDIC_NAME"	"Konsultation"
"[english]TF_MEDIC_ASSIST_MEDIC_NAME"	"Consultation"
"TF_MEDIC_ASSIST_MEDIC_DESC"	"Hjælp en Medic-kollega med at dræbe 5 fjender i et enkelt liv."
"[english]TF_MEDIC_ASSIST_MEDIC_DESC"	"Assist a fellow Medic in killing 3 enemies in a single life."
"TF_MEDIC_SYRINGE_SCOUTS_NAME"	"Gør det ondt, når jeg gør dette?"
"[english]TF_MEDIC_SYRINGE_SCOUTS_NAME"	"Does It Hurt When I Do This?"
"TF_MEDIC_SYRINGE_SCOUTS_DESC"	"Dræb 50 spejdere med din kanylepistol."
"[english]TF_MEDIC_SYRINGE_SCOUTS_DESC"	"Kill 50 Scouts with your syringe gun."
"TF_MEDIC_BONESAW_MEDICS_NAME"	"Peer-gennemlæsning"
"[english]TF_MEDIC_BONESAW_MEDICS_NAME"	"Peer Review"
"TF_MEDIC_BONESAW_MEDICS_DESC"	"Dræb 50 Medics med din knoglesav."
"[english]TF_MEDIC_BONESAW_MEDICS_DESC"	"Kill 10 Medics with your bone saw."
"TF_MEDIC_ASSIST_HEAVY_LONG_NAME"	"\"Big Pharma\""
"[english]TF_MEDIC_ASSIST_HEAVY_LONG_NAME"	"Big Pharma"
"TF_MEDIC_ASSIST_HEAVY_LONG_DESC"	"Hjælp en Heavy med at dræbe 20 fjender, hvor ingen af jer dør."
"[english]TF_MEDIC_ASSIST_HEAVY_LONG_DESC"	"Assist a Heavy in killing 10 enemies, where neither of you die."
"TF_MEDIC_ASSIST_SCOUT_NAME"	"Du vil mærke et lille stik"
"[english]TF_MEDIC_ASSIST_SCOUT_NAME"	"You'll Feel a Little Prick"
"TF_MEDIC_ASSIST_SCOUT_DESC"	"Hjælp med at dræbe 3 fjender med en enkelt ÜberCharge på en spejder."
"[english]TF_MEDIC_ASSIST_SCOUT_DESC"	"Assist in killing 3 enemies with a single ÜberCharge on a Scout."
"TF_MEDIC_ASSIST_PYRO_NAME"	"Autoklave"
"[english]TF_MEDIC_ASSIST_PYRO_NAME"	"Autoclave"
"TF_MEDIC_ASSIST_PYRO_DESC"	"Hjælp med at dræbe 5 fjender med en enkelt ÜberCharge på en Pyro."
"[english]TF_MEDIC_ASSIST_PYRO_DESC"	"Assist in burning 5 enemies with a single ÜberCharge on a Pyro."
"TF_MEDIC_ASSIST_HEAVY_NAME"	"Stump kvæstelse"
"[english]TF_MEDIC_ASSIST_HEAVY_NAME"	"Blunt Trauma"
"TF_MEDIC_ASSIST_HEAVY_DESC"	"Hjælp med at slå 2 fjender ud med en enkelt ÜberCharge på en Heavy."
"[english]TF_MEDIC_ASSIST_HEAVY_DESC"	"Assist in punching 2 enemies with a single ÜberCharge on a Heavy."
"TF_MEDIC_ASSIST_DEMOMAN_NAME"	"Medicinsk gennembrud"
"[english]TF_MEDIC_ASSIST_DEMOMAN_NAME"	"Medical Breakthrough"
"TF_MEDIC_ASSIST_DEMOMAN_DESC"	"Hjælp med at dræbe 5 fjendtlige Engineer-bygninger med en enkelt ÜberCharge på en Demoman."
"[english]TF_MEDIC_ASSIST_DEMOMAN_DESC"	"Assist in destroying 5 enemy Engineer buildings with a single ÜberCharge on a Demoman."
"TF_MEDIC_ASSIST_SOLDIER_NAME"	"Hjælp til sprængning"
"[english]TF_MEDIC_ASSIST_SOLDIER_NAME"	"Blast Assist"
"TF_MEDIC_ASSIST_SOLDIER_DESC"	"Hjælp med at sprænge 5 fjender i luften med en enkelt ÜberCharge på en soldat."
"[english]TF_MEDIC_ASSIST_SOLDIER_DESC"	"Assist in exploding 5 enemies with a single ÜberCharge on a Soldier."
"TF_MEDIC_HEAL_ENGINEER_NAME"	"Jordmoderkrise"
"[english]TF_MEDIC_HEAL_ENGINEER_NAME"	"Midwife Crisis"
"TF_MEDIC_HEAL_ENGINEER_DESC"	"Helbred en Engineer, mens han reparerer sit robotgevær, når det er under fjendtlig beskydning."
"[english]TF_MEDIC_HEAL_ENGINEER_DESC"	"Heal an Engineer as he repairs his sentry gun while it's under enemy fire."
"TF_MEDIC_ASSIST_CAPTURER_NAME"	"Ubi concordia, ibi victoria"
"[english]TF_MEDIC_ASSIST_CAPTURER_NAME"	"Ubi concordia, ibi victoria"
"TF_MEDIC_ASSIST_CAPTURER_DESC"	"Hjælp med at dræbe 5 fjender på en fjendtlig kontrolpost, i et enkelt liv."
"[english]TF_MEDIC_ASSIST_CAPTURER_DESC"	"Assist in killing 3 enemies on an enemy control point, in a single life."
"TF_MEDIC_HEAL_CALLERS_NAME"	"Store runder"
"[english]TF_MEDIC_HEAL_CALLERS_NAME"	"Grand Rounds"
"TF_MEDIC_HEAL_CALLERS_DESC"	"Helbred 200 holdkammerater, efter at de har råbt \"Medic!\"."
"[english]TF_MEDIC_HEAL_CALLERS_DESC"	"Heal 200 teammates after they've called for 'Medic!'."
"TF_MEDIC_EXTINGUISH_TEAMMATES_NAME"	"Helvedes medicin"
"[english]TF_MEDIC_EXTINGUISH_TEAMMATES_NAME"	"Infernal Medicine"
"TF_MEDIC_EXTINGUISH_TEAMMATES_DESC"	"Sluk 100 brændende holdkammerater."
"[english]TF_MEDIC_EXTINGUISH_TEAMMATES_DESC"	"Extinguish 100 burning teammates."
"TF_MEDIC_ASSIST_VS_NEMESES_NAME"	"Lægestøttet mord"
"[english]TF_MEDIC_ASSIST_VS_NEMESES_NAME"	"Doctor Assisted Homicide"
"TF_MEDIC_ASSIST_VS_NEMESES_DESC"	"Hjælp med at dræbe 20 nemesiser."
"[english]TF_MEDIC_ASSIST_VS_NEMESES_DESC"	"Assist in killing 20 nemeses."
"TF_MEDIC_KILL_WHILE_CHARGED_NAME"	"Placebovirkning"
"[english]TF_MEDIC_KILL_WHILE_CHARGED_NAME"	"Placebo Effect"
"TF_MEDIC_KILL_WHILE_CHARGED_DESC"	"Dræb 5 fjender i et enkelt liv, mens du har din ÜberCharge parat, men ikke i brug."
"[english]TF_MEDIC_KILL_WHILE_CHARGED_DESC"	"Kill 2 enemies in a single life, while having your ÜberCharge ready, but undeployed."
"TF_MEDIC_BONESAW_NOMISSES_NAME"	"Knoglesavere"
"[english]TF_MEDIC_BONESAW_NOMISSES_NAME"	"Sawbones"
"TF_MEDIC_BONESAW_NOMISSES_DESC"	"Ram fjender med din knoglesav 5 gange i træk uden at dø eller ramme forbi."
"[english]TF_MEDIC_BONESAW_NOMISSES_DESC"	"Hit enemies with your bonesaw 5 times in a row without dying or missing."
"TF_MEDIC_HEAL_LARGE_NAME"	"Reservelæge"
"[english]TF_MEDIC_HEAL_LARGE_NAME"	"Intern"
"TF_MEDIC_HEAL_LARGE_DESC"	"Akkumuler 7.000 helbredspoint i et enkelt liv."
"[english]TF_MEDIC_HEAL_LARGE_DESC"	"Accumulate 7000 heal points in a single life."
"TF_MEDIC_HEAL_HUGE_NAME"	"Specialist"
"[english]TF_MEDIC_HEAL_HUGE_NAME"	"Specialist"
"TF_MEDIC_HEAL_HUGE_DESC"	"Akkumuler 10.000 helbredspoint i et enkelt liv."
"[english]TF_MEDIC_HEAL_HUGE_DESC"	"Accumulate 10000 heal points health in a single life."
"TF_MEDIC_HEAL_GRIND_NAME"	"Militærleder"
"[english]TF_MEDIC_HEAL_GRIND_NAME"	"Chief of Staff"
"TF_MEDIC_HEAL_GRIND_DESC"	"Akkumuler en million helbredspoint."
"[english]TF_MEDIC_HEAL_GRIND_DESC"	"Accumulate 1 million total heal points."
"TF_MEDIC_KILL_HEALED_SPY_NAME"	"Hyklerisk løfte"
"[english]TF_MEDIC_KILL_HEALED_SPY_NAME"	"Hypocritical Oath"
"TF_MEDIC_KILL_HEALED_SPY_DESC"	"Dræb en fjendtlig spion, som du har behandlet."
"[english]TF_MEDIC_KILL_HEALED_SPY_DESC"	"Kill an enemy Spy that you have been healing."
"TF_MEDIC_SAVE_FALLING_TEAMMATE_NAME"	"Lægelig indgriben"
"[english]TF_MEDIC_SAVE_FALLING_TEAMMATE_NAME"	"Medical Intervention"
"TF_MEDIC_SAVE_FALLING_TEAMMATE_DESC"	"Red en faldende holdkammerat fra at dø, når han rammer jorden."
"[english]TF_MEDIC_SAVE_FALLING_TEAMMATE_DESC"	"Save a falling teammate from dying on impact."
"TF_MEDIC_CHARGE_JUGGLE_NAME"	"Anden mening"
"[english]TF_MEDIC_CHARGE_JUGGLE_NAME"	"Second Opinion"
"TF_MEDIC_CHARGE_JUGGLE_DESC"	"ÜberCharge 2 holdkammerater med det samme."
"[english]TF_MEDIC_CHARGE_JUGGLE_DESC"	"ÜberCharge 2 teammates at once."
"TF_MEDIC_FREEZECAM_RAGDOLL_NAME"	"Obduktionsrapport"
"[english]TF_MEDIC_FREEZECAM_RAGDOLL_NAME"	"Autopsy Report"
"TF_MEDIC_FREEZECAM_RAGDOLL_DESC"	"Giv en fjende et still-billede af dig, mens du håner vedkommendes kludedukke."
"[english]TF_MEDIC_FREEZECAM_RAGDOLL_DESC"	"Provide an enemy with a freezecam shot of you taunting above their ragdoll."
"TF_MEDIC_BONESAW_SPY_CALLERS_NAME"	"FYI: Jeg er Medic"
"[english]TF_MEDIC_BONESAW_SPY_CALLERS_NAME"	"FYI I am A Medic"
"TF_MEDIC_BONESAW_SPY_CALLERS_DESC"	"Brug din knoglesav til at dræbe 5 fjendtlige spioner, der har råbt \"Medic!\"."
"[english]TF_MEDIC_BONESAW_SPY_CALLERS_DESC"	"Use your bonesaw to kill a spy who has been calling for 'Medic!'."
"TF_MEDIC_CHARGE_FRIENDS_NAME"	"Familiepraksis"
"[english]TF_MEDIC_CHARGE_FRIENDS_NAME"	"Family Practice"
"TF_MEDIC_CHARGE_FRIENDS_DESC"	"ÜberCharge ti af dine Steam-fællesskabsvenner."
