"lang"
{
"Language"	"tchinese"
"Voice_Menu_Left"	"往左走"
"[english]Voice_Menu_Left"	"Go Left"
"Voice_Menu_Right"	"往右走"
"[english]Voice_Menu_Right"	"Go Right"
"Voice_Menu_Incoming"	"敵人來襲"
"[english]Voice_Menu_Incoming"	"Incoming"
"Voice_Menu_CloakedSpy"	"Spy！"
"[english]Voice_Menu_CloakedSpy"	"Spy!"
"Voice_Menu_SentryAhead"	"前方有步哨！"
"[english]Voice_Menu_SentryAhead"	"Sentry Ahead!"
"Voice_Menu_TeleporterHere"	"這裡有傳送裝置"
"[english]Voice_Menu_TeleporterHere"	"Teleporter Here"
"Voice_Menu_DispenserHere"	"這裡有補給器"
"[english]Voice_Menu_DispenserHere"	"Dispenser Here"
"Voice_Menu_SentryHere"	"這裡有步哨"
"[english]Voice_Menu_SentryHere"	"Sentry Here"
"Voice_Menu_ActivateCharge"	"啟動補充！"
"[english]Voice_Menu_ActivateCharge"	"Activate Charge!"
"Voice_Menu_ChargeReady"	"MEDIC：ÜberCharge 就緒"
"[english]Voice_Menu_ChargeReady"	"MEDIC: ÜberCharge Ready"
"Voice_Menu_Cheers"	"乾杯"
"[english]Voice_Menu_Cheers"	"Cheers"
"Voice_Menu_Jeers"	"嘲弄"
"[english]Voice_Menu_Jeers"	"Jeers"
"Voice_Menu_Positive"	"收到"
"[english]Voice_Menu_Positive"	"Positive"
"Voice_Menu_Negative"	"不行"
"[english]Voice_Menu_Negative"	"Negative"
"Voice_Menu_NiceShot"	"打得好"
"[english]Voice_Menu_NiceShot"	"Nice Shot"
"Voice_Menu_GoodJob"	"幹得好"
"[english]Voice_Menu_GoodJob"	"Good Job"
"Voice_Menu_BattleCry"	"戰鬥咆哮"
"[english]Voice_Menu_BattleCry"	"Battle Cry"
"Voice_Menu_Thanks"	"謝謝！"
"[english]Voice_Menu_Thanks"	"Thanks!"
"TF_classautokill"	"選擇玩家兵種後自爆"
"[english]TF_classautokill"	"Suicide after choosing a player class"
"TF_CurrentPlayers"	"目前玩家"
"[english]TF_CurrentPlayers"	"Current Players"
"TF_PlayerMatch_Title"	"Xbox LIVE 玩家配對"
"[english]TF_PlayerMatch_Title"	"Xbox LIVE Player Match"
"TF_PlayerMatch_Desc"	"在 Xbox LIVE 上玩遊戲，
系統不會記錄統計數據。"
"[english]TF_PlayerMatch_Desc"	"Play on Xbox LIVE in games where
statistics are not tracked."
"TF_RankedMatch_Title"	"Xbox LIVE 排名競賽"
"[english]TF_RankedMatch_Title"	"Xbox LIVE Ranked Match"
"TF_RankedMatch_Desc"	"進行 Xbox LIVE 的排名
遊戲，系統不會記錄統計數據。"
"[english]TF_RankedMatch_Desc"	"Play on Xbox LIVE in ranked
games where statistics are tracked."
"TF_SystemLink_Title"	"系統連結競賽"
"[english]TF_SystemLink_Title"	"System Link Match"
"TF_LoadCommentary"	"研發人員說明"
"[english]TF_LoadCommentary"	"Developer Commentary"
"TF_Achievements_Title"	"我的成就"
"[english]TF_Achievements_Title"	"My Achievements"
"TF_Rankings_Title"	"排名"
"[english]TF_Rankings_Title"	"Ranking"
"TF_Controller_Title"	"控制器"
"[english]TF_Controller_Title"	"Controller"
"TF_Options_Title"	"選項"
"[english]TF_Options_Title"	"Options"
"TF_Quit_Title"	"退出"
"[english]TF_Quit_Title"	"Quit"
"TF_Paused_Title"	"《絕地要塞》選項"
"[english]TF_Paused_Title"	"Team Fortress Options"
"TF_ModifyMatch_Title"	"修改階段"
"[english]TF_ModifyMatch_Title"	"Modify Session"
"TF_PersonalStats_Title"	"個人統計資料"
"[english]TF_PersonalStats_Title"	"Personal Stats"
"TF_StatsLeaderboards_Title"	"統計資料排行榜"
"[english]TF_StatsLeaderboards_Title"	"Stats Leaderboards"
"TF_RankedLeaderboards_Title"	"排行榜排名"
"[english]TF_RankedLeaderboards_Title"	"Ranked Leaderboards"
"TF_QuickMatch_Title"	"加入快速配對競賽"
"[english]TF_QuickMatch_Title"	"Join a Quick Match"
"TF_QuickMatch_Desc"	"直接進入遊戲，
與實力相當的對手競賽。"
"[english]TF_QuickMatch_Desc"	"Jump straight into a game against
similarly matched opponents."
"TF_HostMatch_Title"	"開啟遊戲競賽"
"[english]TF_HostMatch_Title"	"Host a Match"
"TF_HostMatch_Desc"	"以你要的方式
建立新遊戲階段。"
"[english]TF_HostMatch_Desc"	"Create a new game session exactly
as you want."
"TF_CustomMatch_Title"	"尋找自訂配對"
"[english]TF_CustomMatch_Title"	"Find a Custom Match"
"TF_CustomMatch_Desc"	"根據你偏好的競賽條件
搜尋遊戲階段。"
"[english]TF_CustomMatch_Desc"	"Search for game sessions based on your
preferred match criteria."
"TF_SystemLink_Host_Title"	"開啟遊戲競賽"
"[english]TF_SystemLink_Host_Title"	"Host a Match"
"TF_SystemLink_Host_Desc"	"在你的區域網路中建立競賽。"
"[english]TF_SystemLink_Host_Desc"	"Create a match on your Local Area Network."
"TF_SystemLink_Join_Title"	"加入競賽"
"[english]TF_SystemLink_Join_Title"	"Join a Match"
"TF_SystemLink_Join_Desc"	"尋找其他對手加入你的
區域網路。"
"[english]TF_SystemLink_Join_Desc"	"Find another match to join on your
Local Area Network."
"TF_PlayerMatch_Host_Title"	"建立自訂玩家配對"
"[english]TF_PlayerMatch_Host_Title"	"Create a Custom Player Match"
"TF_PlayerMatch_Client_Title"	"尋找玩家配對"
"[english]TF_PlayerMatch_Client_Title"	"Find a Player Match"
"TF_RankedMatch_Host_Title"	"建立自訂排名配對"
"[english]TF_RankedMatch_Host_Title"	"Create a Custom Ranked Match"
"TF_RankedMatch_Client_Title"	"尋找排名配對"
"[english]TF_RankedMatch_Client_Title"	"Find a Ranked Match"
"TF_SystemLink_Host_Dialog"	"建立系統連結配對"
"[english]TF_SystemLink_Host_Dialog"	"Host a System Link Match"
"TF_SystemLink_Client_Dialog"	"選擇要加入的遊戲"
"[english]TF_SystemLink_Client_Dialog"	"Select a game to join"
"TF_Achievements_Dialog_Title"	"我的《絕地要塞 2》成就"
"[english]TF_Achievements_Dialog_Title"	"My Team Fortress 2 Achievements"
"TF_Achievement_Locked"	"已鎖定"
"[english]TF_Achievement_Locked"	"Locked"
"TF_Achievement_Unlocked"	"解除鎖定"
"[english]TF_Achievement_Unlocked"	"Unlocked"
"TF_Achievement_NumberingFmt"	"%s1 - %s3 / %s2"
"[english]TF_Achievement_NumberingFmt"	"%s1 - %s2 of %s3"
"Achievement_Group_All"	"全部 (%s1 / %s2)"
"[english]Achievement_Group_All"	"All (%s1 of %s2)"
"Achievement_Group_0"	"一般 (%s1 / %s2)"
"[english]Achievement_Group_0"	"General (%s1 of %s2)"
"Achievement_Group_1000"	"Scout Pack (%s1 / %s2)"
"[english]Achievement_Group_1000"	"Scout Pack (%s1 of %s2)"
"Achievement_Group_1100"	"Sniper Pack (%s1 / %s2)"
"[english]Achievement_Group_1100"	"Sniper Pack (%s1 of %s2)"
"Achievement_Group_1200"	"Soldier Pack  (%s1 / %s2)"
"[english]Achievement_Group_1200"	"Soldier Pack (%s1 of %s2)"
"Achievement_Group_1300"	"Demoman Pack (%s1 / %s2)"
"[english]Achievement_Group_1300"	"Demoman Pack (%s1 of %s2)"
"Achievement_Group_1400"	"Medic Pack (%s1 / %s2)"
"[english]Achievement_Group_1400"	"Medic Pack (%s1 of %s2)"
"Achievement_Group_1500"	"Heavy Pack (%s1 / %s2)"
"[english]Achievement_Group_1500"	"Heavy Pack (%s1 of %s2)"
"Achievement_Group_1600"	"Pyro Pack (%s1 / %s2)"
"[english]Achievement_Group_1600"	"Pyro Pack (%s1 of %s2)"
"Achievement_Group_1700"	"Spy Pack (%s1 / %s2)"
"[english]Achievement_Group_1700"	"Spy Pack (%s1 of %s2)"
"Achievement_Group_1800"	"Engineer Pack (%s1 / %s2)"
"[english]Achievement_Group_1800"	"Engineer Pack (%s1 of %s2)"
"Achievement_Group_1900"	"萬聖節盛事 (%s1 / %s2)"
"[english]Achievement_Group_1900"	"Halloween Event (%s1 of %s2)"
"TF_MatchOption_Scenario"	"情境"
"[english]TF_MatchOption_Scenario"	"Scenario"
"TF_MatchOption_FlagCapLimit"	"旗幟爭奪限制"
"[english]TF_MatchOption_FlagCapLimit"	"Flag Capture Limit"
"TF_MatchOption_Rounds"	"回合數"
"[english]TF_MatchOption_Rounds"	"Number of Rounds"
"TF_MatchOption_GameSize"	"遊戲大小"
"[english]TF_MatchOption_GameSize"	"Game Size"
"TF_MatchOption_AutoBalance"	"自動平衡隊伍人數"
"[english]TF_MatchOption_AutoBalance"	"Team Auto Balance"
"TF_MatchOption_PrivateSlots"	"私人空位"
"[english]TF_MatchOption_PrivateSlots"	"Private Slots"
"TF_MatchOption_MaxTime"	"最大遊戲時間"
"[english]TF_MatchOption_MaxTime"	"Max Game Time"
"TF_MatchOption_WinLimit"	"回合勝利限制"
"[english]TF_MatchOption_WinLimit"	"Round Win Limit"
"TF_GameTime"	"遊戲時間"
"[english]TF_GameTime"	"Game Time"
"TF_Ranked"	"排名配對"
"[english]TF_Ranked"	"Ranked Match"
"TF_Unranked"	"玩家配對"
"[english]TF_Unranked"	"Player Match"
"TF_PressStart"	"按下「開始」以進行遊戲"
"[english]TF_PressStart"	"Press START to play"
"TF_StartingInSecs"	"即將開始：倒數 %s1 秒"
"[english]TF_StartingInSecs"	"Starting in: %s1 seconds"
"TF_StartingInSec"	"即將開始：倒數 %s1 秒"
"[english]TF_StartingInSec"	"Starting in: %s1 second"
"TF_WaitingForPlayersFmt"	"等待 %s1 位玩家"
"[english]TF_WaitingForPlayersFmt"	"Waiting for %s1 players"
"TF_WaitingForPlayerFmt"	"等待 %s1 位玩家"
"[english]TF_WaitingForPlayerFmt"	"Waiting for %s1 player"
"TF_WaitingForHost"	"正在等待主機"
"[english]TF_WaitingForHost"	"Waiting for the host"
"TF_Lobby_Title"	"遊戲大廳"
"[english]TF_Lobby_Title"	"Game Lobby"
"TF_Lobby_Host"	"開局者："
"[english]TF_Lobby_Host"	"Hosted by:"
"TF_On"	"開啟"
"[english]TF_On"	"On"
"TF_Off"	"關閉"
"[english]TF_Off"	"Off"
"TF_Any"	"任何"
"[english]TF_Any"	"Any"
"TF_MaxTimeNoLimit"	"無限制"
"[english]TF_MaxTimeNoLimit"	"No Limit"
"TF_NoTimeLimit"	"無時間限制"
"[english]TF_NoTimeLimit"	"No Time Limit"
"TF_MaxTimeFmt"	"%s1 分鐘"
"[english]TF_MaxTimeFmt"	"%s1 Minutes"
"TF_GameSizeFmt"	"%s1 位玩家"
"[english]TF_GameSizeFmt"	"%s1 Players"
"TF_ViewGamercard"	"檢視玩家卡"
"[english]TF_ViewGamercard"	"View Gamercard"
"TF_KickPlayer"	"踢掉玩家"
"[english]TF_KickPlayer"	"Kick Player"
"TF_AttackDefend"	"攻擊/防禦"
"[english]TF_AttackDefend"	"Attack / Defend"
"TF_TerritoryControl"	"領土控制"
"[english]TF_TerritoryControl"	"Territorial Control"
"TF_GameState_InLobby"	"狀態：在大廳"
"[english]TF_GameState_InLobby"	"Status: In Lobby"
"TF_GameState_InLobby_lodef"	"狀態：
在大廳"
"[english]TF_GameState_InLobby_lodef"	"Status:
In Lobby"
"TF_GameState_GameInProgress"	"狀態：遊戲中"
"[english]TF_GameState_GameInProgress"	"Status: In Game"
"TF_GameState_GameInProgress_lodef"	"狀態：
正在遊戲"
"[english]TF_GameState_GameInProgress_lodef"	"Status:
In Game"
"TF_Recommended_Players"	"可用頻寬可能無法供所選的玩家人數使用。"
"[english]TF_Recommended_Players"	"Available bandwidth might be insufficient for selected number of players."
"TF_Rank"	"排名"
"[english]TF_Rank"	"Rank"
"TF_Gamertag"	"玩家代號"
"[english]TF_Gamertag"	"Gamertag"
"TF_HostName"	"主機名稱"
"[english]TF_HostName"	"Host Name"
"TF_Players"	"玩家人數"
"[english]TF_Players"	"Players"
"TF_Top"	"最高排名"
"[english]TF_Top"	"Top Rank"
"TF_YourRank"	"你的排名"
"[english]TF_YourRank"	"Your Rank"
"TF_YourBest"	"你的最佳："
"[english]TF_YourBest"	"Your Best:"
"TF_Icon_Ping_Red"	"M"
"[english]TF_Icon_Ping_Red"	"M"
"TF_Icon_Ping_Yellow"	"N"
"[english]TF_Icon_Ping_Yellow"	"N"
"TF_Icon_Ping_Green"	"O"
"[english]TF_Icon_Ping_Green"	"O"
"TF_Icon_Voice"	"V"
"[english]TF_Icon_Voice"	"V"
"TF_Icon_Voice_Idle"	"W"
"[english]TF_Icon_Voice_Idle"	"W"
"TF_Icon_Alert"	"!"
"[english]TF_Icon_Alert"	"!"
"TF_Icon_NotReady"	","
"[english]TF_Icon_NotReady"	","
"TF_Icon_Ready"	"."
"[english]TF_Icon_Ready"	"."
"TF_Icon_Start"	"s"
"[english]TF_Icon_Start"	"s"
"TF_ChangeTeam"	"變更隊伍"
"[english]TF_ChangeTeam"	"Change Team"
"TF_ChangeClass"	"變更兵種"
"[english]TF_ChangeClass"	"Change Class"
"TF_Attacking"	"攻擊"
"[english]TF_Attacking"	"Attacking"
"TF_Defending"	"防守"
"[english]TF_Defending"	"Defending"
"TF_Dlg_NotOnlineEnabled"	"您需要取得 Xbox LIVE Gold 會員資格才能存取此功能。是否要選取其他設定檔？"
"[english]TF_Dlg_NotOnlineEnabled"	"You need an Xbox LIVE Gold Membership to access this feature. Would you like to select a different profile?"
"TF_Dlg_NotOnlineSignedIn"	"您需要登入 Xbox LIVE 才能存取此功能。是否要現在登入？"
"[english]TF_Dlg_NotOnlineSignedIn"	"You need to sign in to Xbox LIVE to access this feature. Would you like to sign in now?"
"TF_Dlg_SearchingForGames"	"搜尋遊戲..."
"[english]TF_Dlg_SearchingForGames"	"Searching for games..."
"TF_Dlg_CreatingGame"	"建立遊戲..."
"[english]TF_Dlg_CreatingGame"	"Creating the game..."
"TF_Dlg_ExitSessionText"	"是否確定要離開此遊戲？"
"[english]TF_Dlg_ExitSessionText"	"Are you sure you want to leave this game?"
"TF_Dlg_NoGamesFound"	"沒有找到符合條件的遊戲。

是否要自行主持遊戲？"
"[english]TF_Dlg_NoGamesFound"	"No games were found matching your criteria.

Would you like to host a game?"
"TF_Dlg_CreateFailed"	"無法建立遊戲。"
"[english]TF_Dlg_CreateFailed"	"Failed to create a game."
"TF_Dlg_JoinRefused"	"此遊戲不再接受玩家。"
"[english]TF_Dlg_JoinRefused"	"This game is no longer accepting players."
"TF_Dlg_GameFull"	"遊戲已滿。"
"[english]TF_Dlg_GameFull"	"This game is full."
"TF_Dlg_JoinFailed"	"無法加入遊戲。"
"[english]TF_Dlg_JoinFailed"	"Failed to join to the game."
"TF_Dlg_ConfirmKick"	"將此玩家從遊戲移除？"
"[english]TF_Dlg_ConfirmKick"	"Remove this player from the game?"
"TF_Dlg_ClientKicked"	"你已被踢出此遊戲。"
"[english]TF_Dlg_ClientKicked"	"You have been kicked from this game."
"TF_Dlg_LostHost"	"已和主機斷線。"
"[english]TF_Dlg_LostHost"	"Connection to the host was lost."
"TF_Dlg_LostServer"	"已和遊戲伺服器斷線。"
"[english]TF_Dlg_LostServer"	"Connection to the game server was lost."
"TF_Dlg_Connecting"	"正在連線..."
"[english]TF_Dlg_Connecting"	"Connecting..."
"TF_Dlg_ModifyingSession"	"正在修改階段..."
"[english]TF_Dlg_ModifyingSession"	"Modifying session..."
"TF_Dlg_CheckingStorageDevice"	"檢查儲存裝置中..."
"[english]TF_Dlg_CheckingStorageDevice"	"Checking storage device..."
"TF_Spectator_ChangeClass"	"按 [ %changeclass% ] 變更兵種"
"[english]TF_Spectator_ChangeClass"	"Press [ %changeclass% ] to Change Class"
"TF_Spectator_ChangeTeam"	"按 [ %changeteam% ] 變更團隊"
"[english]TF_Spectator_ChangeTeam"	"Press [ %changeteam% ] to Change Team"
"TF_Spectator_AutoDirector"	"按下 [ %strafe% ] 啟動 Auto Director"
"[english]TF_Spectator_AutoDirector"	"Press [ %strafe% ] for Auto Director"
"TF_Spectator_SwitchCamModeKey"	"[%jump%]"
"[english]TF_Spectator_SwitchCamModeKey"	"[%jump%]"
"TF_Spectator_SwitchCamMode"	"切換攝影模式"
"[english]TF_Spectator_SwitchCamMode"	"Switch Camera Mode"
"TF_Spectator_CycleTargetFwdKey"	"[%attack%]"
"[english]TF_Spectator_CycleTargetFwdKey"	"[%attack%]"
"TF_Spectator_CycleTargetFwd"	"循環目標 (往前)"
"[english]TF_Spectator_CycleTargetFwd"	"Cycle Targets (fwd)"
"TF_Spectator_CycleTargetRevKey"	"[%attack2%]"
"[english]TF_Spectator_CycleTargetRevKey"	"[%attack2%]"
"TF_Spectator_CycleTargetRev"	"循環目標 (倒轉)"
"[english]TF_Spectator_CycleTargetRev"	"Cycle Targets (rev)"
"TF_Spectator_Spectating"	"正在旁觀："
"[english]TF_Spectator_Spectating"	"Spectating:"
"TF_teambalanced"	"雙方隊伍實力已自動平衡"
"[english]TF_teambalanced"	"The teams have been auto-balanced"
"TF_teamswitch"	"團隊已經變更"
"[english]TF_teamswitch"	"The teams have been switched"
"TF_teamswitch_attackers"	"你現在是攻方！"
"[english]TF_teamswitch_attackers"	"You are now Attacking!"
"TF_teamswitch_defenders"	"你現在是防守方！"
"[english]TF_teamswitch_defenders"	"You are now Defending!"
"TF_teamswitch_red"	"你現在是紅隊！"
"[english]TF_teamswitch_red"	"You are now on RED!"
"TF_teamswitch_blue"	"你現在是藍隊！"
"[english]TF_teamswitch_blue"	"You are now on BLU!"
"TF_suddendeath"	"驟死戰！"
"[english]TF_suddendeath"	"SUDDEN DEATH!"
"TF_suddendeath_mode"	"驟死戰模式！"
"[english]TF_suddendeath_mode"	"SUDDEN DEATH MODE!"
"TF_suddendeath_join"	"坐下放鬆，等待這場衝突結束。"
"[english]TF_suddendeath_join"	"Sit back and relax while you wait for this petty conflict to end."
"TF_suddendeath_timer"	"你已經沒有時間了。小心你的背後，快解決他們。不會再重生了。"
