"lang" 
{ 
"Language" "swedish" 
"Tokens" 
{ 
// Teams
"TF_AutoAssign" 			"&1 TILLDELA AUTOMATISKT"
"[english]StatPanel_Dominations_Best"			"You dominated more new opponents that round as %s1 than your previous best."
"StatPanel_Revenge_Best"			"Du hämnades på fler motståndare som %s1 i den omgången än ditt rekord."
"[english]StatPanel_Revenge_Best"			"You got revenge on more opponents that round as %s1 than your previous best."
"StatPanel_PointsScored_Best"			"Du tog fler poäng som %s1 i den omgången än ditt rekord."
"[english]StatPanel_PointsScored_Best"			"You scored more points that round as %s1 than your previous best."

"StatPanel_Kills_Tie"				"Du dödade lika många som %s1 i den omgången som ditt rekord."
"[english]StatPanel_Kills_Tie"				"You tied your record for kills as %s1 that round."
"StatPanel_Captures_Tie"			"Du erövrade lika många som %s1 i den omgången som ditt rekord."
"[english]StatPanel_Captures_Tie"			"You tied your record for captures as %s1 that round."
"StatPanel_Defenses_Tie"			"Du försvarade lika många som %s1 i den omgången som ditt rekord."
"[english]StatPanel_Defenses_Tie"			"You tied your record for defenses as %s1 that round."
"StatPanel_DamageDealt_Tie"			"Du gjorde lika mycket skada som %s1 i den omgången som ditt rekord."
"[english]StatPanel_DamageDealt_Tie"			"You tied your record for damage dealt as %s1 that round."
"StatPanel_PlayTime_Tie"			"Du levde lika länge som %s1 i den omgången som ditt rekord."
"[english]StatPanel_PlayTime_Tie"			"You tied your record for time alive as %s1 that round."
"StatPanel_Healing_Tie"				"Du helade lika många som %s1 i den omgången som ditt rekord."
"[english]StatPanel_Healing_Tie"				"You tied your record for healing as %s1 that round."
"StatPanel_Invulnerable_Tie"			"Du fick lika mycket osårbarhet i den omgången som ditt rekord."
"[english]StatPanel_Invulnerable_Tie"			"You tied your record for invulns that round."
"StatPanel_KillAssists_Tie"			"Du fick lika många dödsassister som %s1 i den omgången som ditt rekord."
"[english]StatPanel_KillAssists_Tie"			"You tied your record for kill assists as %s1 that round."
"StatPanel_Backstabs_Tie"			"Du gjorde lika många rygghugg i den omgången som ditt rekord."
"[english]StatPanel_Backstabs_Tie"			"You tied your record for backstabs that round."
"StatPanel_HealthLeached_Tie"			"Du stal lika mycket hälsa från fienden i den omgången som ditt rekord."
"[english]StatPanel_HealthLeached_Tie"			"You tied your record for health stolen from the enemy that round."
"StatPanel_BuildingsBuilt_Tie"			"Du byggde lika många byggnader i den omgången som ditt rekord."
"[english]StatPanel_BuildingsBuilt_Tie"			"You tied your record for buildings built that round."
"StatPanel_BuildingsDestroyed_Tie"		"Du förstörde lika många byggnader som %s1 i den omgången som ditt rekord."
"[english]StatPanel_BuildingsDestroyed_Tie"		"You tied your record for buildings destroyed as %s1 that round."
"StatPanel_Headshots_Tie"			"Du sköt lika många huvudskott i den omgången som ditt rekord."
"[english]StatPanel_Headshots_Tie"			"You tied your record for headshots that round."
"StatPanel_SentryKills_Tie"			"Du dödade lika många med ditt vaktgevär i den omgången som ditt rekord."
"[english]StatPanel_SentryKills_Tie"			"You tied your record for kills by your sentry gun that round."
"StatPanel_Teleports_Tie"			"Du teleporterade lika mycket i den omgången som ditt rekord."
"[english]StatPanel_Teleports_Tie"			"You tied your record for teleports that round."
"StatPanel_Dominations_Tie"			"Du dominerade lika många motståndare som %s1 i den omgången som ditt rekord."
"[english]StatPanel_Dominations_Tie"			"You tied your record for opponents dominated as %s1 that round."
"StatPanel_Revenge_Tie"				"Du hämnades på lika många som %s1 i den omgången som ditt rekord."
"[english]StatPanel_Revenge_Tie"				"You tied your record for revenge as %s1 that round."
"StatPanel_PointsScored_Tie"			"Du tog lika många poäng som %s1 i den omgången som ditt rekord."
"[english]StatPanel_PointsScored_Tie"			"You tied your record for points scored as %s1 that round."

"StatPanel_Kills_Close"				"Du kom nära ditt rekord för antal dödade som %s1 i den omgången."
"[english]StatPanel_Kills_Close"				"You came close to your record for kills as %s1 that round."
"StatPanel_Captures_Close"			"Du kom nära ditt rekord för erövringar som %s1 i den omgången."
"[english]StatPanel_Captures_Close"			"You came close to your record for captures as %s1 that round."
"StatPanel_Defenses_Close"			"Du kom nära ditt rekord för försvar som %s1 i den omgången."
"[english]StatPanel_Defenses_Close"			"You came close to your record for defenses as %s1 that round."
"StatPanel_DamageDealt_Close"			"Du kom nära ditt rekord för tillfogad skada som %s1 i den omgången."
"[english]StatPanel_DamageDealt_Close"			"You came close to your record for damage dealt as %s1 that round."
"StatPanel_PlayTime_Close"			"Du kom nära ditt rekord för att hålla dig levande som %s1 i den omgången."
"[english]StatPanel_PlayTime_Close"			"You came close to your record for time alive as %s1 that round."
"StatPanel_Healing_Close"			"Du kom nära ditt rekord för helande som %s1 i den omgången."
"[english]StatPanel_Healing_Close"			"You came close to your record for healing as %s1 that round."
"StatPanel_Invulnerable_Close"			"Du kom nära ditt rekord för osårbarhet i den omgången."
"[english]StatPanel_Invulnerable_Close"			"You came close to your record for invulns that round."
"StatPanel_KillAssists_Close"			"Du kom nära ditt rekord för dödsassister som %s1 i den omgången."
"[english]StatPanel_KillAssists_Close"			"You came close to your record for kill assists as %s1 that round."
"StatPanel_Backstabs_Close"			"Du kom nära ditt rekord för rygghugg i den omgången."
"[english]StatPanel_Backstabs_Close"			"You came close to your record for backstabs that round."
"StatPanel_HealthLeached_Close"			"Du kom nära ditt rekord för att stjäla hälsa från fienden i den omgången."
"[english]StatPanel_HealthLeached_Close"			"You came close to your record for health stolen from the enemy that round."
"StatPanel_BuildingsBuilt_Close"		"Du kom nära ditt rekord för byggda byggnader i den omgången."
"[english]StatPanel_BuildingsBuilt_Close"		"You came close to your record for buildings built that round."
"StatPanel_BuildingsDestroyed_Close"		"Du kom nära ditt rekord för förstörda byggnader som %s1 i den omgången."
"[english]StatPanel_BuildingsDestroyed_Close"		"You came close to your record for buildings destroyed as %s1 that round."
"StatPanel_Headshots_Close"			"Du kom nära ditt rekord för huvudskott i den omgången."
"[english]StatPanel_Headshots_Close"			"You came close to your record for headshots that round."
"StatPanel_SentryKills_Close"			"Du kom nära ditt rekord för dödande med vaktgevär i den omgången."
"[english]StatPanel_SentryKills_Close"			"You came close to your record for kills by your sentry gun that round."
"StatPanel_Teleports_Close"			"Du kom nära ditt rekord för teleporteringar i den omgången."
"[english]StatPanel_Teleports_Close"			"You came close to your record for teleports that round."
"StatPanel_Dominations_Close"			"Du kom nära ditt rekord för dominerade motståndare som %s1 i den omgången."
"[english]StatPanel_Dominations_Close"			"You came close to your record for opponents dominated as %s1 that round."
"StatPanel_Revenge_Close"			"Du kom nära ditt rekord för hämnd som %s1 i den omgången."
"[english]StatPanel_Revenge_Close"			"You came close to your record for revenge as %s1 that round."
"StatPanel_PointsScored_Close"			"Du kom nära ditt poängrekord som %s1 i den omgången."
"[english]StatPanel_PointsScored_Close"			"You came close to your record for points scored as %s1 that round."


"StatPanel_Label_Kills"				"Antal dödade: "
"[english]StatPanel_Label_Kills"				"# Kills: "
"StatPanel_Label_DamageDealt"		"Tillfogad skada: "
"[english]StatPanel_Label_DamageDealt"		"Damage dealt: "
"StatPanel_Label_PlayTime"			"Speltid: "
"[english]StatPanel_Label_PlayTime"			"Play time: "
"StatPanel_Label_Healing"			"Helade hälsopoäng: "
"[english]StatPanel_Label_Healing"			"Health points healed: "
"StatPanel_Label_Invulnerable"		"Aktiverad osårbarhet: "
"[english]StatPanel_Label_Invulnerable"		"Invulnerable activated: "
"StatPanel_Label_Backstabs"			"Antal rygghugg: "
"[english]StatPanel_Label_Backstabs"			"# Backstabs: "
"StatPanel_Label_HealthLeached"		"Stulen hälsa: "
"[english]StatPanel_Label_HealthLeached"		"Health leached: "
"StatPanel_Label_Buildings_Built"	"Byggda byggnader: "
"[english]StatPanel_Label_Buildings_Built"	"# Buildings built: "
"StatPanel_Label_SentryKills"		"Antal dödade av vaktgevär: "
"[english]StatPanel_Label_SentryKills"		"# Kills by sentry: "
"StatPanel_Label_Teleports"			"Antal teleporteringar: "
"[english]StatPanel_Label_Teleports"			"# uses of teleport: "

"StatSummary_Label_PerformanceReport"	"DIN PRESTATIONSRAPPORT"
"[english]StatSummary_Label_PerformanceReport"	"YOUR PERFORMANCE REPORT"
"StatSummary_Label_BestMoments"		"DINA BÄSTA ÖGONBLICK"
"[english]StatSummary_Label_BestMoments"		"YOUR BEST MOMENTS"
"StatSummary_Label_AsAnyClass"		"Oavsett klass:"
"[english]StatSummary_Label_AsAnyClass"		"As any class:"
"StatSummary_Label_TIP"			"TIPS"
"[english]StatSummary_Label_TIP"			"TIP"
"StatSummary_ScoreAsClassFmt"		"%s1 (som %s2)"
"[english]StatSummary_ScoreAsClassFmt"		"%s1 (as %s2)"
"StatSummary_Records"				"REKORD:"
"[english]StatSummary_Records"				"RECORDS:"
"StatSummary_StatTitle_MostPoints"	"Flest poäng"
"[english]StatSummary_StatTitle_MostPoints"	"Most points"
"StatSummary_StatTitle_AvgPoints"	"Genomsnittspoäng"
"[english]StatSummary_StatTitle_AvgPoints"	"Avg points"
"StatSummary_StatTitle_MostKills"	"Flest dödade"
"[english]StatSummary_StatTitle_MostKills"	"Most kills"
"StatSummary_StatTitle_AvgKills"	"Dödade i genomsnitt"
"[english]StatSummary_StatTitle_AvgKills"	"Avg kills"
"StatSummary_StatTitle_MostCaptures"	"Flest erövringar"
"[english]StatSummary_StatTitle_MostCaptures"	"Most captures"
"StatSummary_StatTitle_AvgCaptures"	"Erövringar i genomsnitt"
"[english]StatSummary_StatTitle_AvgCaptures"	"Avg captures"
"StatSummary_StatTitle_MostAssists"	"Flest assister"
"[english]StatSummary_StatTitle_MostAssists"	"Most assists"
"StatSummary_StatTitle_AvgAssists"	"Assister i genomsnitt"
"[english]StatSummary_StatTitle_AvgAssists"	"Avg assists"
"StatSummary_StatTitle_MostDamage"	"Mest skada"
"[english]StatSummary_StatTitle_MostDamage"	"Most damage"
"StatSummary_StatTitle_AvgDamage"	"Skada i genomsnitt"
"[english]StatSummary_StatTitle_AvgDamage"	"Avg damage"
"StatSummary_StatTitle_TotalPlaytime"	"Total speltid"
"[english]StatSummary_StatTitle_TotalPlaytime"	"Total playtime"
"StatSummary_StatTitle_LongestLife"	"Längst liv"
"[english]StatSummary_StatTitle_LongestLife"	"Longest life"

"Tip_Fmt"				"Tips: %s1"
"[english]Tip_Fmt"				"Tip: %s1"

"Tip_1_Count"				"5"
"[english]Tip_1_Count"				"5"
"Tip_1_1"				"Som spanare kan du byta riktning och undvika fiendeeld genom att hoppa igen i luften."
"[english]Tip_1_1"				"As a Scout, jump again in mid-air to change direction, and avoid enemy fire."
"Tip_1_2"				"Som spanare erövrar du kontrollpunkter dubbelt så snabbt som andra klasser."
"[english]Tip_1_2"				"As a Scout, you capture control points twice as fast as other classes."
"Tip_1_3"				"Som spanare är du mest effektiv när du rör dig och använder farten till din fördel."
"[english]Tip_1_3"				"As a Scout, you're most effective when you stay moving and use your speed to your advantage."
"Tip_1_4"				"Som spanare dödar du med sprängvapnet på nära håll."
"[english]Tip_1_4"				"As a Scout, your Scattergun is lethal at point blank range."
"Tip_1_5"				"Som spanare har du bra nytta av pistolen när du prickar fiender på avstånd."
"[english]Tip_1_5"				"As a Scout, your Pistol is great for picking off enemies at a distance."

"Tip_2_Count"				"4"
"[english]Tip_2_Count"				"4"
"Tip_2_1"				"Som krypskytt gör du mer skada med dina skott ju längre du är inzoomad."
"[english]Tip_2_1"				"As a Sniper, the longer you spend zoomed in the scope, the more damage the shot will do."
"Tip_2_2"				"Som krypskytt ska du sikta mot huvudet för kritiska skador."
"[english]Tip_2_2"				"As a Sniper, aim for the head to do critical damage."
"Tip_2_3"				"Som krypskytt zoomar du med krypskyttegeväret genom att trycka på %attack2%."
"[english]Tip_2_3"				"As a Sniper, zoom with the sniper rifle by hitting %attack2%."
"Tip_2_4"				"Som krypskytt använder du ditt sekundär-SMG för fiender på nära håll."
"[english]Tip_2_4"				"As a Sniper, use your secondary submachine gun to deal with nearby enemies."

"Tip_3_Count"				"4"
"[english]Tip_3_Count"				"4"
"Tip_3_1"				"Som soldat kan du rakethoppa högt genom att hoppa och avfyra en raket på marken samtidigt."
"[english]Tip_3_1"				"As a Soldier, you can rocket jump to great heights by simultaneously jumping and firing a rocket at the ground."
"Tip_3_2"				"Som soldat ska du rikta raketerna mot fiendens fötter så att de inte kan undvika explosionen."
"[english]Tip_3_2"				"As a Soldier, aim rockets at enemy's feet to ensure they can't avoid the explosion damage."
"Tip_3_3"				"Som soldat ska du se till att hålla ditt raketgevär laddat. Ladda om när som helst genom att trycka %reload%."
"[english]Tip_3_3"				"As a Soldier, make sure you keep your rocket launcher loaded. Hit %reload% to reload it at any time."
"Tip_3_4"				"Om du blir skadad kallar du på sjukvårdare genom att trycka %voicemenu 0 0%. Sjukvårdare i närheten får veta att du behöver hjälp."
"[english]Tip_3_4"				"Hit %voicemenu 0 0% to call for a Medic if you get hurt. Nearby Medics will be notified of your need."

"Tip_4_Count"				"4"
"[english]Tip_4_Count"				"4"
"Tip_4_1"				"Som demoman avfyrar du klisterbomber med %attack% och detonerar dem senare med %attack2%."
"[english]Tip_4_1"				"As a Demoman, hit %attack% to fire sticky bombs and then use %attack2% to detonate them later."
"Tip_4_2"				"Som demoman når du längre med dina skott ju längre du håller eldknappen nedtryckt."
"[english]Tip_4_2"				"As a Demoman, the longer you hold down the fire button, the farther the shot will go."
"Tip_4_3"				"Som demoman rörbombshoppar du högt genom att spränga klisterbomber under fötterna."
"[english]Tip_4_3"				"As a Demoman, set off sticky bombs beneath your feet to pipe bomb jump up to great heights."
"Tip_4_4"				"Som demoman kan du skjuta klisterbomber på väggar och tak där de är svåra att se."
"[english]Tip_4_4"				"As a Demoman, shoot sticky bombs onto walls and ceilings where they're hard to spot."

"Tip_5_Count"				"5"
"[english]Tip_5_Count"				"5"
"Tip_5_1"				"Som sjukvårdare använder du hälsovapnet till att hela lagkamrater och ge dem 150%% av normal hälsa."
"[english]Tip_5_1"				"As a Medic, use your medigun to heal teammates, and buff them up to 150%% of their normal health."
"Tip_5_2"				"Som sjukvårdare fyller du på din överladdning genom att hela lagkamrater. Bli sedan osårbar genom att trycka %attack2%."
"[english]Tip_5_2"				"As a Medic, fill your ÜberCharge by healing teammates. Then hit %attack2% to go invulnerable."
"Tip_5_3"				"Som sjukvårdare gör överladdning både dig och ditt hälsovapenmål osårbara en kort stund."
"[english]Tip_5_3"				"As a Medic, your ÜberCharge makes both you and your medigun target invulnerable for a short time."
"Tip_5_4"				"Som sjukvårdare fyller du på överladdningen fortare genom att hela skadade lagkamrater."
"[english]Tip_5_4"				"As a Medic, you fill your ÜberCharge faster by healing teammates who are more hurt."
"Tip_5_5"				"Som sjukvårdare ska du titta efter lagkamrater som behöver hjälp. Använd sjukvårdarpilarna på skärmen för att hitta dem."
"[english]Tip_5_5"				"As a Medic, keep alert for teammates calling for your help. Use the Medic arrows onscreen to find them."

"Tip_6_Count"				"4"
"[english]Tip_6_Count"				"4"
"Tip_6_1"				"Som tung artillerist snurrar du minikulsprutan så att du är redo för fiender, genom att hålla %attack2% nedtryckt."
"[english]Tip_6_1"				"As a Heavy, hold %attack2% to keep your minigun spinning, ready for approaching enemies."
"Tip_6_2"				"Som tung artillerist gillar du sjukvårdare. Håll klar siktlinje mot sjukvårdaren så att hälsovapnet riktas mot dig."
"[english]Tip_6_2"				"As a Heavy, you're a great Medic buddy. Keep a clear line of sight to your Medic to keep the medigun on you."
"Tip_6_3"				"Om du blir skadad kallar du på sjukvårdare genom att trycka %voicemenu 0 0%. Sjukvårdare i närheten får veta att du behöver hjälp."
"[english]Tip_6_3"				"Hit %voicemenu 0 0% to call for a Medic if you get hurt. Nearby Medics will be notified of your need."
"Tip_6_4"				"Den tunga artilleristens minivapen drar mycket ammo. Fyll på genom att plocka upp tappade vapen."
"[english]Tip_6_4"				"As a Heavy, your minigun chews up a lot of ammo. Pick up fallen weapons to refill your supply."

"Tip_7_Count"				"6"
"[english]Tip_7_Count"				"6"
"Tip_7_1"				"Som Pyro kan du tillfoga fienden mer skada med eldkastaren ju närmare honom du är."
